"scenario","k_setting","K_init","arm","seed","rec_shared","rec_specific","frac_shared","frac_specific","spec_acc","beta_tp_rate","beta_fp_rate","beta_shared","beta_specific","c_index","n_iter"
"nothing_shared","under_k3",3,"YFB_base",2,NA,0.385325548100249,NA,0.333333333333333,0.5,NA,0,NA,2.75909166236001e-11,0.552704963747909,8
"nothing_shared","under_k3",3,"EBMF",2,NA,0.385500453748898,NA,0.333333333333333,0.5,NA,NA,NA,NA,0.54712771890686,3
"nothing_shared","under_k4",4,"YFB_base",2,NA,0.528620449060718,NA,0.5,0.666666666666667,NA,0,NA,2.96467851140514e-10,0.541550474065811,20
"nothing_shared","under_k4",4,"EBMF",2,NA,0.524687217360469,NA,0.5,0.666666666666667,NA,NA,NA,NA,0.569436698271054,4
"nothing_shared","oracle_k6",6,"YFB_base",2,NA,0.892838112927907,NA,1,1,NA,0,NA,4.5468268623099e-10,0.553820412716118,13
"nothing_shared","oracle_k6",6,"EBMF",2,NA,0.697683072445148,NA,0.666666666666667,0.833333333333333,NA,NA,NA,NA,0.563859453430006,5
"nothing_shared","ard_k12",12,"YFB_base",2,NA,0.893112924822707,NA,1,1,NA,0,NA,4.54923762785153e-10,0.553262688232013,21
"nothing_shared","ard_k12",12,"EBMF",2,NA,0.697683072445148,NA,0.666666666666667,0.833333333333333,NA,NA,NA,NA,0.563859453430006,5
"nothing_shared","ard_k20",20,"YFB_base",2,NA,0.893341586323161,NA,1,1,NA,0,NA,4.48533467447022e-10,0.552704963747909,27
"nothing_shared","ard_k20",20,"EBMF",2,NA,0.697683072445148,NA,0.666666666666667,0.833333333333333,NA,NA,NA,NA,0.563859453430006,5
"nothing_shared","under_k2",2,"YFB_base",3,NA,0.228448661862969,NA,0.166666666666667,0.333333333333333,NA,0.166666666666667,NA,0.00129845504702525,0.505945303210464,6
"nothing_shared","under_k2",2,"EBMF",3,NA,0.232819050586082,NA,0.166666666666667,0.333333333333333,NA,NA,NA,NA,0.505945303210464,2
"nothing_shared","under_k3",3,"YFB_base",3,NA,0.398545757156807,NA,0.333333333333333,0.5,NA,0.166666666666667,NA,0.0011816259088308,0.510107015457788,8
"nothing_shared","under_k3",3,"EBMF",3,NA,0.407934842951021,NA,0.333333333333333,0.5,NA,NA,NA,NA,0.507728894173603,3
"nothing_shared","under_k4",4,"YFB_base",3,NA,0.562405195257627,NA,0.5,0.666666666666667,NA,0.166666666666667,NA,0.00088985068204105,0.510107015457788,15
"nothing_shared","under_k4",4,"EBMF",3,NA,0.55915089733904,NA,0.5,0.666666666666667,NA,NA,NA,NA,0.505350772889417,4
"nothing_shared","oracle_k6",6,"YFB_base",3,NA,0.799603476235367,NA,0.833333333333333,1,NA,0.333333333333333,NA,0.000962544178624833,0.504161712247325,14
"nothing_shared","oracle_k6",6,"EBMF",3,NA,0.55915089733904,NA,0.5,0.666666666666667,NA,NA,NA,NA,0.505350772889417,4
"nothing_shared","ard_k12",12,"YFB_base",3,NA,0.889425875543815,NA,1,1,NA,0.166666666666667,NA,0.0010250381334082,0.507728894173603,23
"nothing_shared","ard_k12",12,"EBMF",3,NA,0.55915089733904,NA,0.5,0.666666666666667,NA,NA,NA,NA,0.505350772889417,4
"nothing_shared","ard_k20",20,"YFB_base",3,NA,0.882766069146875,NA,1,1,NA,0.166666666666667,NA,0.00103250294712666,0.507728894173603,18
"nothing_shared","ard_k20",20,"EBMF",3,NA,0.55915089733904,NA,0.5,0.666666666666667,NA,NA,NA,NA,0.505350772889417,4
"nothing_shared","under_k2",2,"YFB_base",4,NA,0.245101454148257,NA,0.166666666666667,0.333333333333333,NA,0,NA,1.19798247238692e-09,0.556125356125356,17
"nothing_shared","under_k2",2,"EBMF",4,NA,0.245583038617061,NA,0.166666666666667,0.333333333333333,NA,NA,NA,NA,0.57037037037037,2
"nothing_shared","under_k3",3,"YFB_base",4,NA,0.402217383278762,NA,0.333333333333333,0.5,NA,0,NA,1.41393467971033e-09,0.557264957264957,25
"nothing_shared","under_k3",3,"EBMF",4,NA,0.402693751568757,NA,0.333333333333333,0.5,NA,NA,NA,NA,0.565242165242165,3
"nothing_shared","under_k4",4,"YFB_base",4,NA,0.584709080254525,NA,0.666666666666667,0.666666666666667,NA,0,NA,2.10928642390881e-09,0.558974358974359,25
"nothing_shared","under_k4",4,"EBMF",4,NA,0.54413522671919,NA,0.5,0.666666666666667,NA,NA,NA,NA,0.574928774928775,4
"nothing_shared","oracle_k6",6,"YFB_base",4,NA,0.91804599382312,NA,1,1,NA,0,NA,9.91843224041042e-05,0.562962962962963,10
"nothing_shared","oracle_k6",6,"EBMF",4,NA,0.917515183742652,NA,1,1,NA,NA,NA,NA,0.553276353276353,6
"nothing_shared","ard_k12",12,"YFB_base",4,NA,0.895314003008913,NA,1,1,NA,0,NA,4.67327200892089e-09,0.562393162393162,18
"nothing_shared","ard_k12",12,"EBMF",4,NA,0.905754623370306,NA,1,1,NA,NA,NA,NA,0.554985754985755,6
"nothing_shared","ard_k20",20,"YFB_base",4,NA,0.871968516362372,NA,1,1,NA,0,NA,1.99513642091225e-09,0.554415954415954,14
"nothing_shared","ard_k20",20,"EBMF",4,NA,0.905754623370306,NA,1,1,NA,NA,NA,NA,0.554985754985755,6
"nothing_shared","under_k2",2,"YFB_base",5,NA,0.160304936649508,NA,0,0.333333333333333,NA,0,NA,9.6544723663097e-11,0.576470588235294,6
"nothing_shared","under_k2",2,"EBMF",5,NA,0.20937773256653,NA,0,0.333333333333333,NA,NA,NA,NA,0.577708978328173,2
"nothing_shared","under_k3",3,"YFB_base",5,NA,0.410502536055007,NA,0.333333333333333,0.5,NA,0,NA,2.15479047717664e-10,0.593188854489164,11
"nothing_shared","under_k3",3,"EBMF",5,NA,0.411106192090402,NA,0.333333333333333,0.5,NA,NA,NA,NA,0.597523219814242,3
"nothing_shared","under_k4",4,"YFB_base",5,NA,0.58997730122869,NA,0.666666666666667,0.666666666666667,NA,0,NA,3.69132043561789e-10,0.544272445820433,10
"nothing_shared","under_k4",4,"EBMF",5,NA,0.591341816516416,NA,0.666666666666667,0.666666666666667,NA,NA,NA,NA,0.56656346749226,4
"nothing_shared","oracle_k6",6,"YFB_base",5,NA,0.898483311042427,NA,1,1,NA,0,NA,4.5858305940836e-10,0.569040247678019,8
"nothing_shared","oracle_k6",6,"EBMF",5,NA,0.899763876640724,NA,1,1,NA,NA,NA,NA,0.570897832817337,6
"nothing_shared","ard_k12",12,"YFB_base",5,NA,0.896239474701926,NA,1,1,NA,0,NA,4.64364312153377e-10,0.590092879256966,11
"nothing_shared","ard_k12",12,"EBMF",5,NA,0.899763876640724,NA,1,1,NA,NA,NA,NA,0.570897832817337,6
"nothing_shared","ard_k20",20,"YFB_base",5,NA,0.897383976200116,NA,1,1,NA,0,NA,4.63739986386046e-10,0.585758513931889,37
"nothing_shared","ard_k20",20,"EBMF",5,NA,0.899763876640724,NA,1,1,NA,NA,NA,NA,0.570897832817337,6
"nothing_shared","under_k2",2,"YFB_base",6,NA,0.295829720952383,NA,0.333333333333333,0.333333333333333,NA,0.166666666666667,NA,0.00106114239972171,0.604938271604938,10
"nothing_shared","under_k2",2,"EBMF",6,NA,0.298090299872904,NA,0.333333333333333,0.333333333333333,NA,NA,NA,NA,0.658810325476992,2
"nothing_shared","under_k3",3,"YFB_base",6,NA,0.461703004081452,NA,0.5,0.5,NA,0.166666666666667,NA,0.00105374654034681,0.606060606060606,9
"nothing_shared","under_k3",3,"EBMF",6,NA,0.462358221806041,NA,0.5,0.5,NA,NA,NA,NA,0.667789001122334,3
"nothing_shared","under_k4",4,"YFB_base",6,NA,0.581129884165886,NA,0.5,0.666666666666667,NA,0.166666666666667,NA,0.00142372367203799,0.608305274971942,8
"nothing_shared","under_k4",4,"EBMF",6,NA,0.579803239314154,NA,0.5,0.666666666666667,NA,NA,NA,NA,0.685746352413019,4
"nothing_shared","oracle_k6",6,"YFB_base",6,NA,0.897717312566346,NA,1,1,NA,0.166666666666667,NA,0.00151976043187707,0.610549943883277,10
"nothing_shared","oracle_k6",6,"EBMF",6,NA,0.89712055370128,NA,1,1,NA,NA,NA,NA,0.557800224466891,6
"nothing_shared","ard_k12",12,"YFB_base",6,NA,0.89769119607567,NA,1,1,NA,0.166666666666667,NA,0.00150080206639833,0.609427609427609,30
"nothing_shared","ard_k12",12,"EBMF",6,NA,0.89712055370128,NA,1,1,NA,NA,NA,NA,0.557800224466891,6
"nothing_shared","ard_k20",20,"YFB_base",6,NA,0.882948238472226,NA,1,1,NA,0.166666666666667,NA,0.00156334467034164,0.612794612794613,7
"nothing_shared","ard_k20",20,"EBMF",6,NA,0.89712055370128,NA,1,1,NA,NA,NA,NA,0.557800224466891,6
"nothing_shared","under_k2",2,"YFB_base",7,NA,0.186712873484881,NA,0,0.333333333333333,NA,0,NA,2.04413958049786e-10,0.566323440339188,6
"nothing_shared","under_k2",2,"EBMF",7,NA,0.233207390815299,NA,0.166666666666667,0.333333333333333,NA,NA,NA,NA,0.560872198667474,2
"nothing_shared","under_k3",3,"YFB_base",7,NA,0.391031546751078,NA,0.333333333333333,0.5,NA,0,NA,1.11681535231721e-09,0.502119927316778,27
"nothing_shared","under_k3",3,"EBMF",7,NA,0.393868320913552,NA,0.333333333333333,0.5,NA,NA,NA,NA,0.512416717141127,3
"nothing_shared","under_k4",4,"YFB_base",7,NA,0.594936513442235,NA,0.666666666666667,0.666666666666667,NA,0,NA,1.85553756046937e-09,0.516656571774682,27
"nothing_shared","under_k4",4,"EBMF",7,NA,0.552938036724546,NA,0.5,0.666666666666667,NA,NA,NA,NA,0.513628104179285,4
"nothing_shared","oracle_k6",6,"YFB_base",7,NA,0.90381443398466,NA,1,1,NA,0,NA,0.000130641134030406,0.506965475469412,20
"nothing_shared","oracle_k6",6,"EBMF",7,NA,0.902517582394027,NA,1,1,NA,NA,NA,NA,0.528770442156269,6
"nothing_shared","ard_k12",12,"YFB_base",7,NA,0.851546845725955,NA,0.833333333333333,1,NA,0,NA,0.000132371435170118,0.506359781950333,10
"nothing_shared","ard_k12",12,"EBMF",7,NA,0.902517582394027,NA,1,1,NA,NA,NA,NA,0.528770442156269,6
"nothing_shared","ard_k20",20,"YFB_base",7,NA,0.903038503592474,NA,1,1,NA,0,NA,0.000130100828768385,0.506965475469412,33
"nothing_shared","ard_k20",20,"EBMF",7,NA,0.902517582394027,NA,1,1,NA,NA,NA,NA,0.528770442156269,6
"nothing_shared","under_k2",2,"YFB_base",8,NA,0.242834820739974,NA,0.166666666666667,0.333333333333333,NA,0,NA,1.44855258042731e-10,0.52796803652968,7
"nothing_shared","under_k2",2,"EBMF",8,NA,0.242949171631424,NA,0.166666666666667,0.333333333333333,NA,NA,NA,NA,0.52283105022831,2
"nothing_shared","under_k3",3,"YFB_base",8,NA,0.405376192370411,NA,0.333333333333333,0.5,NA,0.166666666666667,NA,0.00265845513339654,0.5,6
"nothing_shared","under_k3",3,"EBMF",8,NA,0.405257016111545,NA,0.333333333333333,0.5,NA,NA,NA,NA,0.505707762557078,3
"nothing_shared","under_k4",4,"YFB_base",8,NA,0.405249074629003,NA,0.333333333333333,0.5,NA,0.166666666666667,NA,0.00266817041379568,0.5,6
"nothing_shared","under_k4",4,"EBMF",8,NA,0.5541700156679,NA,0.5,0.666666666666667,NA,NA,NA,NA,0.529109589041096,4
"nothing_shared","oracle_k6",6,"YFB_base",8,NA,0.899668189109326,NA,1,1,NA,0.166666666666667,NA,0.00276812540837285,0.500570776255708,10
"nothing_shared","oracle_k6",6,"EBMF",8,NA,0.5541700156679,NA,0.5,0.666666666666667,NA,NA,NA,NA,0.529109589041096,4
"nothing_shared","ard_k12",12,"YFB_base",8,NA,0.881756145284332,NA,1,1,NA,0.166666666666667,NA,0.00275059927525262,0.501712328767123,11
"nothing_shared","ard_k12",12,"EBMF",8,NA,0.5541700156679,NA,0.5,0.666666666666667,NA,NA,NA,NA,0.529109589041096,4
"nothing_shared","ard_k20",20,"YFB_base",8,NA,0.902601593812473,NA,1,1,NA,0.166666666666667,NA,0.00275748748025186,0.501141552511416,15
"nothing_shared","ard_k20",20,"EBMF",8,NA,0.5541700156679,NA,0.5,0.666666666666667,NA,NA,NA,NA,0.529109589041096,4
"nothing_shared","under_k2",2,"YFB_base",9,NA,0.223676920304808,NA,0.166666666666667,0.333333333333333,NA,0,NA,7.02418838703264e-05,0.534052213393871,9
"nothing_shared","under_k2",2,"EBMF",9,NA,0.226097062768157,NA,0.166666666666667,0.333333333333333,NA,NA,NA,NA,0.518161180476731,2
"nothing_shared","under_k3",3,"YFB_base",9,NA,0.393113946177884,NA,0.333333333333333,0.5,NA,0,NA,4.57605762149592e-05,0.532349602724177,10
"nothing_shared","under_k3",3,"EBMF",9,NA,0.39463046699537,NA,0.333333333333333,0.5,NA,NA,NA,NA,0.527809307604994,3
"nothing_shared","under_k4",4,"YFB_base",9,NA,0.58700968255707,NA,0.666666666666667,0.666666666666667,NA,0,NA,4.04269138691482e-09,0.527241770715096,12
"nothing_shared","under_k4",4,"EBMF",9,NA,0.560270384726281,NA,0.5,0.666666666666667,NA,NA,NA,NA,0.503405221339387,4
"nothing_shared","oracle_k6",6,"YFB_base",9,NA,0.797760813701849,NA,0.833333333333333,1,NA,0.166666666666667,NA,0.000412888424614955,0.526106696935301,8
"nothing_shared","oracle_k6",6,"EBMF",9,NA,0.90108849862367,NA,1,1,NA,NA,NA,NA,0.509080590238365,6
"nothing_shared","ard_k12",12,"YFB_base",9,NA,0.900308839977448,NA,1,1,NA,0.166666666666667,NA,0.00238737790935383,0.51589103291714,15
"nothing_shared","ard_k12",12,"EBMF",9,NA,0.90108849862367,NA,1,1,NA,NA,NA,NA,0.509080590238365,6
"nothing_shared","ard_k20",20,"YFB_base",9,NA,0.899664109908339,NA,1,1,NA,0.166666666666667,NA,0.00238621624129662,0.517026106696935,14
"nothing_shared","ard_k20",20,"EBMF",9,NA,0.90108849862367,NA,1,1,NA,NA,NA,NA,0.509080590238365,6
"nothing_shared","under_k2",2,"YFB_base",10,NA,0.218598052790577,NA,0,0.333333333333333,NA,0,NA,3.15870497348935e-10,0.529805013927577,6
"nothing_shared","under_k2",2,"EBMF",10,NA,0.220265249164836,NA,0,0.333333333333333,NA,NA,NA,NA,0.537047353760446,2
"nothing_shared","under_k3",3,"YFB_base",10,NA,0.37797780653894,NA,0.333333333333333,0.5,NA,0,NA,5.26984244091546e-10,0.510863509749304,16
"nothing_shared","under_k3",3,"EBMF",10,NA,0.220265249164836,NA,0,0.333333333333333,NA,NA,NA,NA,0.537047353760446,2
"nothing_shared","under_k4",4,"YFB_base",10,NA,0.550174039137404,NA,0.5,0.666666666666667,NA,0.166666666666667,NA,0.000316124193386085,0.544289693593315,36
"nothing_shared","under_k4",4,"EBMF",10,NA,0.220265249164836,NA,0,0.333333333333333,NA,NA,NA,NA,0.537047353760446,2
"nothing_shared","oracle_k6",6,"YFB_base",10,NA,0.693302018169013,NA,0.666666666666667,0.833333333333333,NA,0,NA,1.00332945098564e-05,0.531476323119777,15
"nothing_shared","oracle_k6",6,"EBMF",10,NA,0.220265249164836,NA,0,0.333333333333333,NA,NA,NA,NA,0.537047353760446,2
"nothing_shared","ard_k12",12,"YFB_base",10,NA,0.886668785173302,NA,1,1,NA,0.166666666666667,NA,0.000609350348534689,0.547075208913649,12
"nothing_shared","ard_k12",12,"EBMF",10,NA,0.220265249164836,NA,0,0.333333333333333,NA,NA,NA,NA,0.537047353760446,2
"nothing_shared","ard_k20",20,"YFB_base",10,NA,0.874105486580276,NA,1,1,NA,0.166666666666667,NA,0.000592952265015632,0.548189415041783,17
"nothing_shared","ard_k20",20,"EBMF",10,NA,0.220265249164836,NA,0,0.333333333333333,NA,NA,NA,NA,0.537047353760446,2
"nothing_shared","under_k2",2,"YFB_base",11,NA,0.195941765522801,NA,0.166666666666667,0.333333333333333,NA,0.166666666666667,NA,0.000435791316296736,0.506821627084386,9
"nothing_shared","under_k2",2,"EBMF",11,NA,0.19848366331518,NA,0.166666666666667,0.333333333333333,NA,NA,NA,NA,0.504800404244568,2
"nothing_shared","under_k3",3,"YFB_base",11,NA,0.389829562916353,NA,0.333333333333333,0.5,NA,0.166666666666667,NA,0.00176234756038576,0.543708943911066,13
"nothing_shared","under_k3",3,"EBMF",11,NA,0.389737609542763,NA,0.333333333333333,0.5,NA,NA,NA,NA,0.543708943911066,3
"nothing_shared","under_k4",4,"YFB_base",11,NA,0.566543010024346,NA,0.5,0.666666666666667,NA,0.166666666666667,NA,0.00176524915260831,0.544719555330975,12
"nothing_shared","under_k4",4,"EBMF",11,NA,0.536456755212178,NA,0.5,0.666666666666667,NA,NA,NA,NA,0.542698332491157,4
"nothing_shared","oracle_k6",6,"YFB_base",11,NA,0.907101657179469,NA,1,1,NA,0.166666666666667,NA,0.00173622158305535,0.541687721071248,18
"nothing_shared","oracle_k6",6,"EBMF",11,NA,0.906208610529425,NA,1,1,NA,NA,NA,NA,0.561899949469429,6
"nothing_shared","ard_k12",12,"YFB_base",11,NA,0.904696165024369,NA,1,1,NA,0.166666666666667,NA,0.00174263209324041,0.543203638201112,33
"nothing_shared","ard_k12",12,"EBMF",11,NA,0.905481692550046,NA,1,1,NA,NA,NA,NA,0.53966649823143,7
"nothing_shared","ard_k20",20,"YFB_base",11,NA,0.89295846836884,NA,1,1,NA,0.166666666666667,NA,0.00175217350751019,0.541182415361294,8
"nothing_shared","ard_k20",20,"EBMF",11,NA,0.905481692550046,NA,1,1,NA,NA,NA,NA,0.53966649823143,7
"nothing_shared","under_k2",2,"YFB_base",12,NA,0.234283574842318,NA,0.166666666666667,0.333333333333333,NA,0,NA,1.17150486348105e-10,0.535252643948296,11
"nothing_shared","under_k2",2,"EBMF",12,NA,0.234740100121625,NA,0.166666666666667,0.333333333333333,NA,NA,NA,NA,0.534665099882491,2
"nothing_shared","under_k3",3,"YFB_base",12,NA,0.375852164186277,NA,0.333333333333333,0.5,NA,0,NA,1.92504539473482e-10,0.528202115158637,10
"nothing_shared","under_k3",3,"EBMF",12,NA,0.377835142536286,NA,0.333333333333333,0.5,NA,NA,NA,NA,0.534665099882491,3
"nothing_shared","under_k4",4,"YFB_base",12,NA,0.540372046161143,NA,0.5,0.666666666666667,NA,0,NA,2.23105507505309e-10,0.528789659224442,13
"nothing_shared","under_k4",4,"EBMF",12,NA,0.538582870736459,NA,0.5,0.666666666666667,NA,NA,NA,NA,0.583431257344301,4
"nothing_shared","oracle_k6",6,"YFB_base",12,NA,0.904934036747006,NA,1,1,NA,0,NA,3.91009311315951e-10,0.526439482961222,9
"nothing_shared","oracle_k6",6,"EBMF",12,NA,0.906565329949481,NA,1,1,NA,NA,NA,NA,0.543478260869565,6
"nothing_shared","ard_k12",12,"YFB_base",12,NA,0.904131734581225,NA,1,1,NA,0,NA,3.84900776991144e-10,0.526439482961222,19
"nothing_shared","ard_k12",12,"EBMF",12,NA,0.906565329949481,NA,1,1,NA,NA,NA,NA,0.543478260869565,6
"nothing_shared","ard_k20",20,"YFB_base",12,NA,0.887675994157706,NA,1,1,NA,0,NA,4.01354022181964e-10,0.534077555816686,14
"nothing_shared","ard_k20",20,"EBMF",12,NA,0.906565329949481,NA,1,1,NA,NA,NA,NA,0.543478260869565,6
"nothing_shared","under_k2",2,"YFB_base",13,NA,0.170538470434285,NA,0,0.333333333333333,NA,0.166666666666667,NA,0.000361525400937232,0.574025974025974,8
"nothing_shared","under_k2",2,"EBMF",13,NA,0.17240993023465,NA,0,0.333333333333333,NA,NA,NA,NA,0.585064935064935,2
"nothing_shared","under_k3",3,"YFB_base",13,NA,0.362278868090604,NA,0.333333333333333,0.5,NA,0.166666666666667,NA,0.000341028076568075,0.573376623376623,8
"nothing_shared","under_k3",3,"EBMF",13,NA,0.17240993023465,NA,0,0.333333333333333,NA,NA,NA,NA,0.585064935064935,2
"nothing_shared","under_k4",4,"YFB_base",13,NA,0.551151451086336,NA,0.5,0.666666666666667,NA,0.166666666666667,NA,0.000344353524031257,0.572727272727273,7
"nothing_shared","under_k4",4,"EBMF",13,NA,0.17240993023465,NA,0,0.333333333333333,NA,NA,NA,NA,0.585064935064935,2
"nothing_shared","oracle_k6",6,"YFB_base",13,NA,0.907983113216963,NA,1,1,NA,0.166666666666667,NA,0.000929126452056066,0.572727272727273,10
"nothing_shared","oracle_k6",6,"EBMF",13,NA,0.17240993023465,NA,0,0.333333333333333,NA,NA,NA,NA,0.585064935064935,2
"nothing_shared","ard_k12",12,"YFB_base",13,NA,0.880174302958491,NA,1,1,NA,0.166666666666667,NA,0.000922752760112829,0.572077922077922,16
"nothing_shared","ard_k12",12,"EBMF",13,NA,0.17240993023465,NA,0,0.333333333333333,NA,NA,NA,NA,0.585064935064935,2
"nothing_shared","ard_k20",20,"YFB_base",13,NA,0.908018629303299,NA,1,1,NA,0.166666666666667,NA,0.000918669903418117,0.572727272727273,16
"nothing_shared","ard_k20",20,"EBMF",13,NA,0.17240993023465,NA,0,0.333333333333333,NA,NA,NA,NA,0.585064935064935,2
"nothing_shared","under_k2",2,"YFB_base",14,NA,0.23501825916091,NA,0.166666666666667,0.333333333333333,NA,0.166666666666667,NA,0.00256361252645512,0.520938023450586,14
"nothing_shared","under_k2",2,"EBMF",14,NA,0.235046593742395,NA,0.166666666666667,0.333333333333333,NA,NA,NA,NA,0.524846454494696,2
"nothing_shared","under_k3",3,"YFB_base",14,NA,0.397264325703245,NA,0.333333333333333,0.5,NA,0.333333333333333,NA,0.00439416041280784,0.530429927414852,8
"nothing_shared","under_k3",3,"EBMF",14,NA,0.397293675191086,NA,0.333333333333333,0.5,NA,NA,NA,NA,0.528754885538805,3
"nothing_shared","under_k4",4,"YFB_base",14,NA,0.547654812458502,NA,0.5,0.666666666666667,NA,0.333333333333333,NA,0.00437085530302997,0.534338358458961,9
"nothing_shared","under_k4",4,"EBMF",14,NA,0.546899475072164,NA,0.5,0.666666666666667,NA,NA,NA,NA,0.523171412618649,4
"nothing_shared","oracle_k6",6,"YFB_base",14,NA,0.899097182136463,NA,1,1,NA,0.333333333333333,NA,0.00437237864654337,0.534338358458961,15
"nothing_shared","oracle_k6",6,"EBMF",14,NA,0.898169017882979,NA,1,1,NA,NA,NA,NA,0.525963149078727,6
"nothing_shared","ard_k12",12,"YFB_base",14,NA,0.898919902369391,NA,1,1,NA,0.333333333333333,NA,0.00436788935359231,0.534338358458961,26
"nothing_shared","ard_k12",12,"EBMF",14,NA,0.89757553834481,NA,1,1,NA,NA,NA,NA,0.527079843662758,6
"nothing_shared","ard_k20",20,"YFB_base",14,NA,0.896676730558159,NA,1,1,NA,0.333333333333333,NA,0.00437328627492148,0.534338358458961,17
"nothing_shared","ard_k20",20,"EBMF",14,NA,0.89757553834481,NA,1,1,NA,NA,NA,NA,0.527079843662758,6
"nothing_shared","under_k2",2,"YFB_base",15,NA,0.263385451391995,NA,0.166666666666667,0.333333333333333,NA,0,NA,5.5422711274266e-11,0.518833535844471,7
"nothing_shared","under_k2",2,"EBMF",15,NA,0.263683426481977,NA,0.166666666666667,0.333333333333333,NA,NA,NA,NA,0.525516403402187,2
"nothing_shared","under_k3",3,"YFB_base",15,NA,0.421540656991314,NA,0.333333333333333,0.5,NA,0,NA,1.04188559291962e-10,0.572296476306197,6
"nothing_shared","under_k3",3,"EBMF",15,NA,0.420332397217701,NA,0.333333333333333,0.5,NA,NA,NA,NA,0.605103280680437,3
"nothing_shared","under_k4",4,"YFB_base",15,NA,0.571804676625295,NA,0.5,0.666666666666667,NA,0,NA,2.14443584675222e-10,0.539489671931956,11
"nothing_shared","under_k4",4,"EBMF",15,NA,0.570026134933825,NA,0.5,0.666666666666667,NA,NA,NA,NA,0.549210206561361,4
"nothing_shared","oracle_k6",6,"YFB_base",15,NA,0.894677790301849,NA,1,1,NA,0,NA,2.81112517108828e-10,0.524908869987849,18
"nothing_shared","oracle_k6",6,"EBMF",15,NA,0.570026134933825,NA,0.5,0.666666666666667,NA,NA,NA,NA,0.549210206561361,4
"nothing_shared","ard_k12",12,"YFB_base",15,NA,0.869938843355044,NA,1,1,NA,0,NA,3.04468645358742e-10,0.506682867557716,9
"nothing_shared","ard_k12",12,"EBMF",15,NA,0.570026134933825,NA,0.5,0.666666666666667,NA,NA,NA,NA,0.549210206561361,4
"nothing_shared","ard_k20",20,"YFB_base",15,NA,0.894180927802592,NA,1,1,NA,0,NA,2.88537427129487e-10,0.506075334143378,15
"nothing_shared","ard_k20",20,"EBMF",15,NA,0.570026134933825,NA,0.5,0.666666666666667,NA,NA,NA,NA,0.549210206561361,4
